json_path,observed_types,occurrences,null_occurrences,sample_values
$.liveData.boxscore.topPerformers[*].player.stats.batting.airOuts,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.atBats,integer,3,0,"[5, 1]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.atBatsPerHomeRun,string,3,0,"[""-.--""]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.baseOnBalls,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.catchersInterference,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.caughtStealing,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.doubles,integer,3,0,"[2, 0]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.flyOuts,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.gamesPlayed,integer,3,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.batting.groundIntoDoublePlay,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.groundIntoTriplePlay,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.groundOuts,integer,3,0,"[2, 0]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.hitByPitch,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.hits,integer,3,0,"[3, 0]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.homeRuns,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.intentionalWalks,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.leftOnBase,integer,3,0,"[0, 3]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.lineOuts,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.pickoffs,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.plateAppearances,integer,3,0,"[5, 1]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.popOuts,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.rbi,integer,3,0,"[1, 0]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.runs,integer,3,0,"[2, 3, 0]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.sacBunts,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.sacFlies,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.batting.stolenBasePercentage,string,3,0,"["".---"", ""1.000""]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.stolenBases,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.strikeOuts,integer,3,0,"[0, 1]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.summary,string,3,0,"[""3-5 | 2 2B, RBI, 2 R"", ""3-5 | K, RBI, 3 R"", ""0-1 | K""]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.totalBases,integer,3,0,"[5, 3, 0]"
$.liveData.boxscore.topPerformers[*].player.stats.batting.triples,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.fielding,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.stats.fielding.assists,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.fielding.caughtStealing,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.fielding.caughtStealingPercentage,string,3,0,"["".---""]"
$.liveData.boxscore.topPerformers[*].player.stats.fielding.chances,integer,3,0,"[2, 3, 0]"
$.liveData.boxscore.topPerformers[*].player.stats.fielding.errors,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.fielding.fielding,string,3,0,"["".000""]"
$.liveData.boxscore.topPerformers[*].player.stats.fielding.gamesStarted,integer,2,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.fielding.passedBall,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.fielding.pickoffs,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.fielding.putOuts,integer,3,0,"[2, 3, 0]"
$.liveData.boxscore.topPerformers[*].player.stats.fielding.stolenBasePercentage,string,3,0,"["".---""]"
$.liveData.boxscore.topPerformers[*].player.stats.fielding.stolenBases,integer,3,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.airOuts,integer,1,0,[2]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.atBats,integer,1,0,[9]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.balks,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.balls,integer,1,0,[11]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.baseOnBalls,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.battersFaced,integer,1,0,[9]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.blownSaves,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.catchersInterference,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.caughtStealing,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.completeGames,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.doubles,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.earnedRuns,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.flyOuts,integer,1,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.gamesFinished,integer,1,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.gamesPitched,integer,1,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.gamesPlayed,integer,1,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.gamesStarted,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.groundOuts,integer,1,0,[4]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.hitBatsmen,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.hitByPitch,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.hits,integer,1,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.holds,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.homeRuns,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.homeRunsPer9,string,1,0,"[""0.00""]"
$.liveData.boxscore.topPerformers[*].player.stats.pitching.inheritedRunners,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.inheritedRunnersScored,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.inningsPitched,string,1,0,"[""3.0""]"
$.liveData.boxscore.topPerformers[*].player.stats.pitching.intentionalWalks,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.lineOuts,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.losses,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.note,string,1,0,"[""(S, 1)""]"
$.liveData.boxscore.topPerformers[*].player.stats.pitching.numberOfPitches,integer,1,0,[33]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.outs,integer,1,0,[9]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.passedBall,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.pickoffs,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.pitchesThrown,integer,1,0,[33]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.popOuts,integer,1,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.rbi,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.runs,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.runsScoredPer9,string,1,0,"[""0.00""]"
$.liveData.boxscore.topPerformers[*].player.stats.pitching.sacBunts,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.sacFlies,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.saveOpportunities,integer,1,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.saves,integer,1,0,[1]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.shutouts,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.stolenBasePercentage,string,1,0,"["".---""]"
$.liveData.boxscore.topPerformers[*].player.stats.pitching.stolenBases,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.strikeOuts,integer,1,0,[2]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.strikePercentage,string,1,0,"["".670""]"
$.liveData.boxscore.topPerformers[*].player.stats.pitching.strikes,integer,1,0,[22]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.summary,string,1,0,"[""3.0 IP, 0 ER, 2 K, 0 BB""]"
$.liveData.boxscore.topPerformers[*].player.stats.pitching.triples,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.wildPitches,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.stats.pitching.wins,integer,1,0,[0]
$.liveData.boxscore.topPerformers[*].player.status,object,3,0,[]
$.liveData.boxscore.topPerformers[*].player.status.code,string,3,0,"[""A""]"
$.liveData.boxscore.topPerformers[*].player.status.description,string,3,0,"[""Active""]"
$.liveData.boxscore.topPerformers[*].type,string,3,0,"[""hitter"", ""reliever""]"
$.liveData.decisions,object,1,0,[]
$.liveData.decisions.loser,object,1,0,[]
$.liveData.decisions.loser.fullName,string,1,0,"[""Matt Strahm""]"
$.liveData.decisions.loser.id,integer,1,0,[621381]
$.liveData.decisions.loser.link,string,1,0,"[""/api/v1/people/621381""]"
$.liveData.decisions.save,object,1,0,[]
$.liveData.decisions.save.fullName,string,1,0,"[""Jon Duplantier""]"
$.liveData.decisions.save.id,integer,1,0,[641541]
$.liveData.decisions.save.link,string,1,0,"[""/api/v1/people/641541""]"
$.liveData.decisions.winner,object,1,0,[]
$.liveData.decisions.winner.fullName,string,1,0,"[""Merrill Kelly""]"
$.liveData.decisions.winner.id,integer,1,0,[518876]
$.liveData.decisions.winner.link,string,1,0,"[""/api/v1/people/518876""]"
$.liveData.leaders,object,1,0,[]
$.liveData.leaders.hitDistance,object,1,0,[]
$.liveData.leaders.hitSpeed,object,1,0,[]
$.liveData.leaders.pitchSpeed,object,1,0,[]
$.liveData.linescore,object,1,0,[]
$.liveData.linescore.balls,integer,1,0,[1]
$.liveData.linescore.currentInning,integer,1,0,[9]
$.liveData.linescore.currentInningOrdinal,string,1,0,"[""9th""]"
$.liveData.linescore.defense,object,1,0,[]
$.liveData.linescore.defense.batter,object,1,0,[]
$.liveData.linescore.defense.batter.fullName,string,1,0,"[""Adam Jones""]"
$.liveData.linescore.defense.batter.id,integer,1,0,[430945]
$.liveData.linescore.defense.batter.link,string,1,0,"[""/api/v1/people/430945""]"
$.liveData.linescore.defense.battingOrder,integer,1,0,[10]
$.liveData.linescore.defense.catcher,object,1,0,[]
$.liveData.linescore.defense.catcher.fullName,string,1,0,"[""Alex Avila""]"
$.liveData.linescore.defense.catcher.id,integer,1,0,[488671]
$.liveData.linescore.defense.catcher.link,string,1,0,"[""/api/v1/people/488671""]"
$.liveData.linescore.defense.center,object,1,0,[]
$.liveData.linescore.defense.center.fullName,string,1,0,"[""Ketel Marte""]"
$.liveData.linescore.defense.center.id,integer,1,0,[606466]
$.liveData.linescore.defense.center.link,string,1,0,"[""/api/v1/people/606466""]"
$.liveData.linescore.defense.first,object,1,0,[]
$.liveData.linescore.defense.first.fullName,string,1,0,"[""Christian Walker""]"
$.liveData.linescore.defense.first.id,integer,1,0,[572233]
$.liveData.linescore.defense.first.link,string,1,0,"[""/api/v1/people/572233""]"
$.liveData.linescore.defense.inHole,object,1,0,[]
$.liveData.linescore.defense.inHole.fullName,string,1,0,"[""Wilmer Flores""]"
$.liveData.linescore.defense.inHole.id,integer,1,0,[527038]
$.liveData.linescore.defense.inHole.link,string,1,0,"[""/api/v1/people/527038""]"
$.liveData.linescore.defense.left,object,1,0,[]
$.liveData.linescore.defense.left.fullName,string,1,0,"[""David Peralta""]"
$.liveData.linescore.defense.left.id,integer,1,0,[444482]
$.liveData.linescore.defense.left.link,string,1,0,"[""/api/v1/people/444482""]"
$.liveData.linescore.defense.onDeck,object,1,0,[]
$.liveData.linescore.defense.onDeck.fullName,string,1,0,"[""Eduardo Escobar""]"
$.liveData.linescore.defense.onDeck.id,integer,1,0,[500871]
$.liveData.linescore.defense.onDeck.link,string,1,0,"[""/api/v1/people/500871""]"
$.liveData.linescore.defense.pitcher,object,1,0,[]
$.liveData.linescore.defense.pitcher.fullName,string,1,0,"[""Jon Duplantier""]"
$.liveData.linescore.defense.pitcher.id,integer,1,0,[641541]
$.liveData.linescore.defense.pitcher.link,string,1,0,"[""/api/v1/people/641541""]"
$.liveData.linescore.defense.right,object,1,0,[]
$.liveData.linescore.defense.right.fullName,string,1,0,"[""Adam Jones""]"
$.liveData.linescore.defense.right.id,integer,1,0,[430945]
$.liveData.linescore.defense.right.link,string,1,0,"[""/api/v1/people/430945""]"
$.liveData.linescore.defense.second,object,1,0,[]
$.liveData.linescore.defense.second.fullName,string,1,0,"[""Wilmer Flores""]"
$.liveData.linescore.defense.second.id,integer,1,0,[527038]
$.liveData.linescore.defense.second.link,string,1,0,"[""/api/v1/people/527038""]"
$.liveData.linescore.defense.shortstop,object,1,0,[]
$.liveData.linescore.defense.shortstop.fullName,string,1,0,"[""Nick Ahmed""]"
$.liveData.linescore.defense.shortstop.id,integer,1,0,[605113]
$.liveData.linescore.defense.shortstop.link,string,1,0,"[""/api/v1/people/605113""]"
$.liveData.linescore.defense.team,object,1,0,[]
$.liveData.linescore.defense.team.id,integer,1,0,[109]
$.liveData.linescore.defense.team.link,string,1,0,"[""/api/v1/teams/109""]"
$.liveData.linescore.defense.team.name,string,1,0,"[""Arizona Diamondbacks""]"
$.liveData.linescore.defense.third,object,1,0,[]
$.liveData.linescore.defense.third.fullName,string,1,0,"[""Eduardo Escobar""]"
$.liveData.linescore.defense.third.id,integer,1,0,[500871]
$.liveData.linescore.defense.third.link,string,1,0,"[""/api/v1/people/500871""]"
$.liveData.linescore.inningHalf,string,1,0,"[""Bottom""]"
$.liveData.linescore.inningState,string,1,0,"[""Bottom""]"
$.liveData.linescore.innings,array,1,0,[]
$.liveData.linescore.innings[*],object,9,0,[]
$.liveData.linescore.innings[*].away,object,9,0,[]
$.liveData.linescore.innings[*].away.errors,integer,9,0,[0]
$.liveData.linescore.innings[*].away.hits,integer,9,0,"[3, 2, 0, 4, 1]"
$.liveData.linescore.innings[*].away.leftOnBase,integer,9,0,"[1, 2, 0]"
$.liveData.linescore.innings[*].away.runs,integer,9,0,"[2, 1, 0, 4]"
$.liveData.linescore.innings[*].home,object,9,0,[]
$.liveData.linescore.innings[*].home.errors,integer,9,0,"[0, 1]"
$.liveData.linescore.innings[*].home.hits,integer,9,0,"[0, 1, 3]"
$.liveData.linescore.innings[*].home.leftOnBase,integer,9,0,"[1, 0, 2]"
$.liveData.linescore.innings[*].home.runs,integer,9,0,"[0, 3]"
$.liveData.linescore.innings[*].num,integer,9,0,"[1, 2, 3, 4, 5]"
$.liveData.linescore.innings[*].ordinalNum,string,9,0,"[""1st"", ""2nd"", ""3rd"", ""4th"", ""5th""]"
$.liveData.linescore.isTopInning,boolean,1,0,[false]
$.liveData.linescore.offense,object,1,0,[]
$.liveData.linescore.offense.batter,object,1,0,[]
$.liveData.linescore.offense.batter.fullName,string,1,0,"[""Greg Garcia""]"
$.liveData.linescore.offense.batter.id,integer,1,0,[594824]
$.liveData.linescore.offense.batter.link,string,1,0,"[""/api/v1/people/594824""]"
$.liveData.linescore.offense.battingOrder,integer,1,0,[7]
$.liveData.linescore.offense.inHole,object,1,0,[]
$.liveData.linescore.offense.inHole.fullName,string,1,0,"[""Franchy Cordero""]"
$.liveData.linescore.offense.inHole.id,integer,1,0,[614173]
$.liveData.linescore.offense.inHole.link,string,1,0,"[""/api/v1/people/614173""]"
$.liveData.linescore.offense.onDeck,object,1,0,[]
$.liveData.linescore.offense.onDeck.fullName,string,1,0,"[""Austin Hedges""]"
$.liveData.linescore.offense.onDeck.id,integer,1,0,[595978]
$.liveData.linescore.offense.onDeck.link,string,1,0,"[""/api/v1/people/595978""]"
$.liveData.linescore.offense.pitcher,object,1,0,[]
$.liveData.linescore.offense.pitcher.fullName,string,1,0,"[""Robert Stock""]"
$.liveData.linescore.offense.pitcher.id,integer,1,0,[476594]
$.liveData.linescore.offense.pitcher.link,string,1,0,"[""/api/v1/people/476594""]"
$.liveData.linescore.offense.team,object,1,0,[]
$.liveData.linescore.offense.team.id,integer,1,0,[135]
$.liveData.linescore.offense.team.link,string,1,0,"[""/api/v1/teams/135""]"
$.liveData.linescore.offense.team.name,string,1,0,"[""San Diego Padres""]"
$.liveData.linescore.outs,integer,1,0,[3]
$.liveData.linescore.scheduledInnings,integer,1,0,[9]
$.liveData.linescore.strikes,integer,1,0,[3]
$.liveData.linescore.teams,object,1,0,[]
$.liveData.linescore.teams.away,object,1,0,[]
$.liveData.linescore.teams.away.errors,integer,1,0,[0]
$.liveData.linescore.teams.away.hits,integer,1,0,[15]
$.liveData.linescore.teams.away.leftOnBase,integer,1,0,[8]
$.liveData.linescore.teams.away.runs,integer,1,0,[10]
$.liveData.linescore.teams.home,object,1,0,[]
$.liveData.linescore.teams.home.errors,integer,1,0,[1]
$.liveData.linescore.teams.home.hits,integer,1,0,[6]
$.liveData.linescore.teams.home.leftOnBase,integer,1,0,[4]
$.liveData.linescore.teams.home.runs,integer,1,0,[3]
$.liveData.plays,object,1,0,[]
$.liveData.plays.allPlays,array,1,0,[]
$.liveData.plays.allPlays[*],object,79,0,[]
$.liveData.plays.allPlays[*].about,object,79,0,[]
$.liveData.plays.allPlays[*].about.atBatIndex,integer,79,0,"[0, 1, 2, 3, 4]"
$.liveData.plays.allPlays[*].about.captivatingIndex,integer,79,0,"[38, 0, 34, 25, 14]"
$.liveData.plays.allPlays[*].about.endTime,string,79,0,"[""2019-04-02T02:12:59.484Z"", ""2019-04-02T02:13:38.122Z"", ""2019-04-02T02:14:51.095Z"", ""2019-04-02T02:15:39.477Z"", ""2019-04-02T02:17:46.604Z""]"
$.liveData.plays.allPlays[*].about.halfInning,string,79,0,"[""top"", ""bottom""]"
$.liveData.plays.allPlays[*].about.hasOut,boolean,79,0,"[false, true]"
$.liveData.plays.allPlays[*].about.hasReview,boolean,79,0,[false]
$.liveData.plays.allPlays[*].about.inning,integer,79,0,"[1, 2, 3, 4, 5]"
$.liveData.plays.allPlays[*].about.isComplete,boolean,79,0,[true]
$.liveData.plays.allPlays[*].about.isScoringPlay,boolean,79,0,"[true, false]"
$.liveData.plays.allPlays[*].about.isTopInning,boolean,79,0,"[true, false]"
$.liveData.plays.allPlays[*].about.startTime,string,79,0,"[""2019-04-02T02:11:47.504Z"", ""2019-04-02T02:13:11.825Z"", ""2019-04-02T02:14:01.937Z"", ""2019-04-02T02:15:15.912Z"", ""2019-04-02T02:15:57.568Z""]"
$.liveData.plays.allPlays[*].actionIndex,array,79,0,[]
$.liveData.plays.allPlays[*].actionIndex[*],integer,16,0,"[0, 1, 2, 5]"
$.liveData.plays.allPlays[*].atBatIndex,integer,79,0,"[0, 1, 2, 3, 4]"
$.liveData.plays.allPlays[*].count,object,79,0,[]
$.liveData.plays.allPlays[*].count.balls,integer,79,0,"[0, 1, 4, 2, 3]"
$.liveData.plays.allPlays[*].count.outs,integer,79,0,"[0, 1, 3, 2]"
$.liveData.plays.allPlays[*].count.strikes,integer,79,0,"[2, 0, 1, 3]"
$.liveData.plays.allPlays[*].matchup,object,79,0,[]
$.liveData.plays.allPlays[*].matchup.batSide,object,79,0,[]
$.liveData.plays.allPlays[*].matchup.batSide.code,string,79,0,"[""R"", ""L""]"
$.liveData.plays.allPlays[*].matchup.batSide.description,string,79,0,"[""Right"", ""Left""]"
$.liveData.plays.allPlays[*].matchup.batter,object,79,0,[]
$.liveData.plays.allPlays[*].matchup.batter.fullName,string,79,0,"[""Adam Jones"", ""Eduardo Escobar"", ""Wilmer Flores"", ""David Peralta"", ""Christian Walker""]"
$.liveData.plays.allPlays[*].matchup.batter.id,integer,79,0,"[430945, 500871, 527038, 444482, 572233]"
$.liveData.plays.allPlays[*].matchup.batter.link,string,79,0,"[""/api/v1/people/430945"", ""/api/v1/people/500871"", ""/api/v1/people/527038"", ""/api/v1/people/444482"", ""/api/v1/people/572233""]"
$.liveData.plays.allPlays[*].matchup.batterHotColdZones,array,79,0,[]
$.liveData.plays.allPlays[*].matchup.pitchHand,object,79,0,[]
$.liveData.plays.allPlays[*].matchup.pitchHand.code,string,79,0,"[""L"", ""R""]"
$.liveData.plays.allPlays[*].matchup.pitchHand.description,string,79,0,"[""Left"", ""Right""]"
$.liveData.plays.allPlays[*].matchup.pitcher,object,79,0,[]
$.liveData.plays.allPlays[*].matchup.pitcher.fullName,string,79,0,"[""Matt Strahm"", ""Merrill Kelly"", ""Robbie Erlin"", ""Phil Maton"", ""Jon Duplantier""]"
$.liveData.plays.allPlays[*].matchup.pitcher.id,integer,79,0,"[621381, 518876, 572362, 664208, 641541]"
$.liveData.plays.allPlays[*].matchup.pitcher.link,string,79,0,"[""/api/v1/people/621381"", ""/api/v1/people/518876"", ""/api/v1/people/572362"", ""/api/v1/people/664208"", ""/api/v1/people/641541""]"
$.liveData.plays.allPlays[*].matchup.pitcherHotColdZones,array,79,0,[]
$.liveData.plays.allPlays[*].matchup.postOnFirst,object,28,0,[]
$.liveData.plays.allPlays[*].matchup.postOnFirst.fullName,string,28,0,"[""Christian Walker"", ""Manny Machado"", ""Alex Avila"", ""Merrill Kelly"", ""Adam Jones""]"
$.liveData.plays.allPlays[*].matchup.postOnFirst.id,integer,28,0,"[572233, 592518, 488671, 518876, 430945]"
$.liveData.plays.allPlays[*].matchup.postOnFirst.link,string,28,0,"[""/api/v1/people/572233"", ""/api/v1/people/592518"", ""/api/v1/people/488671"", ""/api/v1/people/518876"", ""/api/v1/people/430945""]"
$.liveData.plays.allPlays[*].matchup.postOnSecond,object,15,0,[]
$.liveData.plays.allPlays[*].matchup.postOnSecond.fullName,string,15,0,"[""Wilmer Flores"", ""David Peralta"", ""Alex Avila"", ""Merrill Kelly"", ""Adam Jones""]"
$.liveData.plays.allPlays[*].matchup.postOnSecond.id,integer,15,0,"[527038, 444482, 488671, 518876, 430945]"
$.liveData.plays.allPlays[*].matchup.postOnSecond.link,string,15,0,"[""/api/v1/people/527038"", ""/api/v1/people/444482"", ""/api/v1/people/488671"", ""/api/v1/people/518876"", ""/api/v1/people/430945""]"
$.liveData.plays.allPlays[*].matchup.postOnThird,object,8,0,[]
$.liveData.plays.allPlays[*].matchup.postOnThird.fullName,string,8,0,"[""Alex Avila"", ""Merrill Kelly"", ""David Peralta"", ""Christian Walker"", ""Ketel Marte""]"
$.liveData.plays.allPlays[*].matchup.postOnThird.id,integer,8,0,"[488671, 518876, 444482, 572233, 606466]"
$.liveData.plays.allPlays[*].matchup.postOnThird.link,string,8,0,"[""/api/v1/people/488671"", ""/api/v1/people/518876"", ""/api/v1/people/444482"", ""/api/v1/people/572233"", ""/api/v1/people/606466""]"
$.liveData.plays.allPlays[*].matchup.splits,object,79,0,[]
$.liveData.plays.allPlays[*].matchup.splits.batter,string,79,0,"[""vs_LHP"", ""vs_RHP""]"
$.liveData.plays.allPlays[*].matchup.splits.menOnBase,string,79,0,"[""Empty"", ""RISP"", ""Men_On"", ""Loaded""]"
$.liveData.plays.allPlays[*].matchup.splits.pitcher,string,79,0,"[""vs_RHB"", ""vs_LHB""]"
$.liveData.plays.allPlays[*].pitchIndex,array,79,0,[]
$.liveData.plays.allPlays[*].pitchIndex[*],integer,285,0,"[3, 4, 5, 0, 1]"
$.liveData.plays.allPlays[*].playEndTime,string,79,0,"[""2019-04-02T02:12:59.484Z"", ""2019-04-02T02:13:38.122Z"", ""2019-04-02T02:14:51.095Z"", ""2019-04-02T02:15:39.477Z"", ""2019-04-02T02:17:46.604Z""]"
$.liveData.plays.allPlays[*].playEvents,array,79,0,[]
$.liveData.plays.allPlays[*].playEvents[*],object,301,0,[]
$.liveData.plays.allPlays[*].playEvents[*].actionPlayId,string,2,0,"[""a05f90a9-c21a-4e07-a4e0-7660dd0beb46"", ""c734f185-f7df-414d-918e-9454dc9d6db0""]"
$.liveData.plays.allPlays[*].playEvents[*].battingOrder,string,8,0,"[""901"", ""701"", ""702"", ""101"", ""902""]"
$.liveData.plays.allPlays[*].playEvents[*].count,object,301,0,[]
$.liveData.plays.allPlays[*].playEvents[*].count.balls,integer,301,0,"[0, 1, 2, 3, 4]"
$.liveData.plays.allPlays[*].playEvents[*].count.outs,integer,301,0,"[0, 1, 2]"
$.liveData.plays.allPlays[*].playEvents[*].count.strikes,integer,301,0,"[0, 1, 2, 3]"
$.liveData.plays.allPlays[*].playEvents[*].details,object,301,0,[]
$.liveData.plays.allPlays[*].playEvents[*].details.awayScore,integer,16,0,"[0, 2, 4, 5, 9]"
$.liveData.plays.allPlays[*].playEvents[*].details.ballColor,string,282,0,"[""rgba(170, 21, 11, 1.0)"", ""rgba(26, 86, 190, 1.0)"", ""rgba(39, 161, 39, 1.0)""]"
$.liveData.plays.allPlays[*].playEvents[*].details.call,object,282,0,[]
$.liveData.plays.allPlays[*].playEvents[*].details.call.code,string,282,0,"[""F"", ""S"", ""E"", ""X"", ""C""]"
$.liveData.plays.allPlays[*].playEvents[*].details.call.description,string,282,0,"[""Foul"", ""Swinging Strike"", ""In play, run(s)"", ""In play, out(s)"", ""Called Strike""]"
$.liveData.plays.allPlays[*].playEvents[*].details.code,string,285,0,"[""F"", ""S"", ""E"", ""X"", ""C""]"
$.liveData.plays.allPlays[*].playEvents[*].details.description,string,301,0,"[""Status Change - Pre-Game"", ""Status Change - Warmup"", ""Status Change - In Progress"", ""Foul"", ""Swinging Strike""]"
$.liveData.plays.allPlays[*].playEvents[*].details.disengagementNum,integer,8,0,"[1, 2]"
$.liveData.plays.allPlays[*].playEvents[*].details.event,string,16,0,"[""Game Advisory"", ""Balk"", ""Stolen Base 2B"", ""Defensive Sub"", ""Pitching Substitution""]"
$.liveData.plays.allPlays[*].playEvents[*].details.eventType,string,16,0,"[""game_advisory"", ""balk"", ""stolen_base_2b"", ""defensive_substitution"", ""pitching_substitution""]"
$.liveData.plays.allPlays[*].playEvents[*].details.fromCatcher,boolean,3,0,[false]
$.liveData.plays.allPlays[*].playEvents[*].details.hasReview,boolean,301,0,[false]
$.liveData.plays.allPlays[*].playEvents[*].details.homeScore,integer,16,0,"[0, 3]"
$.liveData.plays.allPlays[*].playEvents[*].details.isBall,boolean,282,0,"[false, true]"
$.liveData.plays.allPlays[*].playEvents[*].details.isInPlay,boolean,282,0,"[false, true]"
$.liveData.plays.allPlays[*].playEvents[*].details.isOut,boolean,301,0,"[false, true]"
$.liveData.plays.allPlays[*].playEvents[*].details.isScoringPlay,boolean,16,0,[false]
$.liveData.plays.allPlays[*].playEvents[*].details.isStrike,boolean,282,0,"[true, false]"
$.liveData.plays.allPlays[*].playEvents[*].details.runnerGoing,boolean,2,0,[true]
$.liveData.plays.allPlays[*].playEvents[*].details.trailColor,string,282,0,"[""rgba(188, 0, 33, 1.0)"", ""rgba(0, 85, 254, 1.0)"", ""rgba(0, 34, 255, 1.0)"", ""rgba(152, 0, 101, 1.0)"", ""rgba(50, 0, 221, 1.0)""]"
$.liveData.plays.allPlays[*].playEvents[*].details.type,object,282,0,[]
